Station Name,Time/Day,Height,Tendency,Flood Class,Scraped,State
Blind Ck at Wantirna south,3.09pm Thu,3.85,falling,,2022-10-13 15:21:38.985233+11:00,VIC
Dandenong Ck at Rowville,3.09pm Thu,1.83,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Mile Ck at Springvale West,3.11pm Thu,0.18,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Dandenong Ck at Hammond Rd,3.04pm Thu,2.29,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Dandenong Ck at Greens Rd,3.12pm Thu,2.35,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Mile Ck at Keysborough,3.11pm Thu,0.92,falling,,2022-10-13 15:21:38.985233+11:00,VIC
Eumemmering Ck at Narre Warren Nth,1.54pm Thu,0.80,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Hallam Valley at Hampton Park,2.40pm Thu,1.95,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Eumemmering Ck at Lyndhurst,2.33pm Thu,1.13,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Dunlops Rd Drain at Braeside,3.12pm Thu,2.18,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Patterson R at Whalers Cove,3.14pm Thu,0.33,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Kananook Ck at Seaford,2.44pm Thu,4.19,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Bunyip R d/s Headworks,3.10pm Thu,1.68,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tonimbuk,3.01pm Thu,3.76,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tarago R at Neerim South,2.51pm Thu,2.71,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Bunyip R at Longwarry North,2.46pm Thu,1.00,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Iona,2.55pm Thu,1.13,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Bunyip R at Cora Lynn Ford,3.13pm Thu,1.80,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Bunyip R Kooweerup,3.04pm Thu,0.94,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Lang Lang R at Yannathan,3.13pm Thu,1.43,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Deep Ck at Pakenham,3.13pm Thu,3.33,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Kennedy Ck at Pakenham,2.56pm Thu,0.52,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Toomuc Ck at Pakenham,2.28pm Thu,0.28,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Gumscrub Ck at Officer,3.02pm Thu,0.69,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Cardinia Ck at Cardinia,3.11pm Thu,0.79,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Peel R at Taroona,3.04pm Thu,0.67,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R D/S Chaffey Dam,3.00pm Thu,1.64,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Fergusson R near Bondi Creek,12.50pm Thu,2.65,steady,,2022-10-13 15:21:38.985233+11:00,NT
Tanjil R at Tanjil South,2.00pm Thu,1.54^,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Morwell R at Boolarra,2.00pm Thu,0.59^,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Morwell R at Morwell Pumphouse,2.00pm Thu,1.63,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Thoms Bridge,2.00pm Thu,1.76,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Rosedale,2.46pm Thu,2.28,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Rosedale (Anabranch),3.00pm Thu,2.12,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Kilmany South,3.00pm Thu,4.01,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Traralgon Ck at Koornalla,1.35pm Thu,0.95,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Traralgon Ck at Traralgon South,3.00pm Thu,1.43,rising,,2022-10-13 15:21:38.985233+11:00,VIC
Traralgon Ck at Traralgon,3.00pm Thu,1.23,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at The Narrows,2.54pm Thu,0.54,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Aberfeldy R at Beardmore,3.34am Thu,0.80,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at Coopers Creek,2.58pm Thu,0.47,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at U/S Cowwarr Weir,3.00pm Thu,2.47,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at Heyfield,2.00pm Thu,1.13^,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Rainbow Ck at Heyfield,2.00pm Thu,0.41^,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at Wandocka,3.05pm Thu,1.88,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Thomson R at Bundulaguah,3.00pm Thu,4.55,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Flooding Ck at Sale Wharf,2.45pm Thu,1.68,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Macalister R at Glencairn,3.02pm Thu,0.83,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Macalister R at Licola,2.24pm Thu,1.80,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Macalister R at D/S Stringybark Ck,12.40pm Thu,0.72,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Glenmaggie Ck at The Gorge,2.54pm Thu,1.51,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Macalister R at Lake Glenmaggie HG,2.14pm Thu,75.83^,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Macalister R at D/S Lake Glenmaggie,2.09pm Thu,1.27,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Avon R at The Channel,1.57pm Thu,1.82,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Freestone Ck at Briagolong,12.40pm Thu,1.50,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Avon R at Stratford,2.13pm Thu,1.64,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Yallourn PS (L5),2.00pm Thu,36.27,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tanjil R at Tanjil Junction,2.00pm Thu,0.84,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Ruby Creek @ Arawata,3.00pm Thu,0.17,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Narracan Ck at Moe,1.58pm Thu,0.74,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Barwon R at Walgett,3.00pm Thu,11.48,steady,minor,2022-10-13 15:21:38.985233+11:00,NSW
Barwon R at Tara (U/S Namoi Jct),2.30pm Thu,9.70,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Barwon R at Collarenebri,2.00pm Thu,5.36,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Barwon R at Mogil Mogil,3.00pm Thu,7.23,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Barwon R at Presbury Weir,3.00pm Thu,5.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Gungalman,3.00pm Thu,3.91,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Lucas Br,3.00pm Thu,1.75,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Mendooran,3.00pm Thu,1.62,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Binnaway,3.00pm Thu,1.12,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Hidden Valley,3.00pm Thu,0.76,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Castlereagh R at Coonabarabran,3.00pm Thu,0.71,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Belar Ck at Warkton,3.00pm Thu,0.38,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R U/S Walgett,3.00pm Thu,7.73,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Pian Ck at Waminda,3.00pm Thu,2.99,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Pian Ck at Rossmore,3.00pm Thu,1.54,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Goangra,3.00pm Thu,6.66,steady,minor,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Bugilbone,3.00pm Thu,4.77,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at D/S Duncans junction,2.15pm Thu,5.39,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Bullawa,2.00pm Thu,5.48,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Brigalow Ck at Tharlane,3.00pm Thu,1.45,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R D/S Weeta Weir,3.00pm Thu,184.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Latrobe R at Noojee,1.32pm Thu,1.13,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Latrobe R at Willowgrove,2.00pm Thu,1.58,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Moe R at Darnum,10.00am Thu,1.53,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Moe R at Trafalgar East,2.00pm Thu,1.11,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Narracan Ck at Thorpdale,9.54am Thu,0.64,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Bellview Ck U/S Bellview Reservoir,3.00pm Thu,0.27,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Coalition Creek,3.00pm Thu,0.22,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Peel R at Piallamore,3.14pm Thu,1.78,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Coxs Ck at Boggabri,3.00pm Thu,2.21,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bomera Ck at Bomera Creek,3.00pm Thu,1.15,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bundella Ck at Bundella,3.00pm Thu,0.12,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Mooki R at Ruvigne,3.00pm Thu,2.61,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Mooki R at Breeza Station,2.45pm Thu,1.79,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Mooki R at Caroona,3.00pm Thu,1.32,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Yarraman Ck at Spring Ridge,3.00pm Thu,0.41,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Warrah Ck at Old Warrah,3.00pm Thu,1.26,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manilla R at Manilla,3.00pm Thu,2.08,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Manilla R at Brabri,3.00pm Thu,1.31,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manilla R at Upper Manilla,3.00pm Thu,1.06,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manilla R D/S Split Rock Dam,3.00pm Thu,2.31,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Split Rock Dam,2.00pm Thu,449.22,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Ironbark Ck at Woodsreef,3.00pm Thu,1.19,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manilla R at Black Springs,3.00pm Thu,0.93,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macdonald R at North Cuerindi,3.00pm Thu,1.67,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macdonald R at Retreat,3.05pm Thu,1.39,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macdonald R at Woolbrook,2.00pm Thu,1.59,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Carroll Gap,3.00pm Thu,2.05,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Bective,2.45pm Thu,2.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Appleby,3.00pm Thu,2.11,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Tamworth Br,3.00pm Thu,0.94,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Goonoo Goonoo Ck at Medows Ln,1.50pm Thu,1.29,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Goonoo Goonoo Ck at Goonoo Goonoo,1.12pm Thu,0.72,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Paradise Weir,1.36pm Thu,-0.03,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Cockburn R at Kootingal,2.24pm Thu,1.22,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Cockburn R at Mulla Crossing,3.00pm Thu,0.90,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Peel R at Tamworth Water Supply,3.00pm Thu,2.64,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Coxs Ck at Tambar Springs,3.00pm Thu,1.30,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Keepit Dam,3.00pm Thu,329.38,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Little Bass R @ Poowong,3.00pm Thu,0.35,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Namoi R D/S Keepit Dam,3.00pm Thu,2.69,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Tarwin R @ Meeniyan,3.00pm Thu,1.18,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Powlett R D/S Foster Ck Junction,3.00pm Thu,1.47,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Powlett R Mouth of Powlett Rd,3.00pm Thu,1.28,rising,,2022-10-13 15:21:38.985233+11:00,VIC
Stony Creek @ Meeniyan,3.00pm Thu,0.59,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tarra R at Tarra Weir Offtake,3.00pm Thu,0.38,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tarra R at Yarram,3.00pm Thu,0.75,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Merriman Ck at Seaspray (Offtake),3.04pm Thu,0.28,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Merriman Ck at Stradbroke West,1.29pm Thu,1.97,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Hollands Landing,3.14pm Thu,0.31,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
McMillan Strait at Paynesville,2.02pm Thu,0.20,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Nicholson R DS Pumphouse,2.00pm Thu,0.15^,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Tambo R at Batterns Landing,12.22pm Thu,1.34,steady,,2022-10-13 15:21:38.985233+11:00,VIC
Metung Marina,3.00pm Thu,0.11,steady,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Cunningham Arm at Bullock Island,3.00pm Thu,0.02,falling,below minor,2022-10-13 15:21:38.985233+11:00,VIC
Lakes Entrance Breakwater,3.09pm Thu,-0.07^,falling,,2022-10-13 15:21:38.985233+11:00,VIC
Namoi R at Gunidgera Offtake,3.00pm Thu,3.84,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R D/S Gunidgera Weir,3.00pm Thu,8.89,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Gunidgera Weir,3.00pm Thu,191.68,rising,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Wee Waa (Glencoe),3.00pm Thu,7.11,steady,major,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R D/S Mollee Weir,3.00pm Thu,6.99,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Mollee Weir,3.00pm Thu,205.72,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bohena Ck at Bohena Creek,3.00pm Thu,0.69,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Narrabri Ck at Narrabri,3.00pm Thu,5.14,falling,minor,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Turrawan (Wallah),3.00pm Thu,6.08,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Maules Ck at Avoca East,3.00pm Thu,0.55,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Boggabri,3.00pm Thu,6.83,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Namoi R at Gunnedah,3.00pm Thu,4.76,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macintyre R at Boggabilla,3.00pm Thu,5.51,falling,minor,2022-10-13 15:21:38.985233+11:00,NSW
Dumaresq River at Bengalla,1.41pm Thu,2.33,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macintyre Bk at Booba Sands,1.00pm Thu,2.19,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Maria R at Mundays Lane,2.45pm Thu,0.56,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Wilson R at Telegraph Pt,2.45pm Thu,0.61,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Wilson R at Telegraph Pt (WTP),3.00pm Thu,1.06,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R D/S Dennis Bridge,2.46pm Thu,0.36,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Wauchope Raliway Br,2.45pm Thu,0.51,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Pappinbarra Ck at Beechwood,3.00pm Thu,1.41,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Long Flat,3.00pm Thu,2.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Kindee Bridge,3.00pm Thu,0.73,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Ellenborough R D/S Bunnoo River,2.00pm Thu,1.06,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Forbes R at Birdwood,3.00pm Thu,0.96,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Mt Seaview,11.15am Thu,1.20,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at South West Rocks,2.45pm Thu,0.20,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Plummers Lane,3.14pm Thu,0.38,rising,,2022-10-13 15:21:38.985233+11:00,NSW
Kinchela Ck at Kinchela Entrance,3.12pm Thu,-0.99,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Belmore R at Smithtown,2.45pm Thu,0.71,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Belmore Entrance,3.10pm Thu,-0.72,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Collombatti Ck at Collombatti,1.35pm Thu,6.15,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Kempsey,3.13pm Thu,0.81^,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Aldavilla D/S,2.45pm Thu,0.96,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Sherwood Br,3.02pm Thu,0.42,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Dungay Ck at Wittitrin,2.09pm Thu,0.11,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Turners Flat,3.00pm Thu,1.19,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Majors Ck at Moparrabah,2.48pm Thu,1.19,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Toorooka,3.00pm Thu,1.73,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Bellbrook,3.10pm Thu,0.39,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Georges Creek,3.00pm Thu,2.02,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Apsley R at Apsley Gorge,2.00pm Thu,1.35,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Apsley R at Apsley Falls,2.00pm Thu,0.88,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Wilson R at Avenal,3.00pm Thu,0.87,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Settlement Point,2.45pm Thu,0.25,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Styx R at Jeogla,2.00pm Thu,1.08,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Hastings R at Entrance,2.46pm Thu,0.10,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Wallamba R at Nabiac,3.09pm Thu,6.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Harrington Entrance,2.45pm Thu,0.20,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Farquhar Inlet,2.45pm Thu,0.56,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Lansdowne R at Lansdowne,2.15pm Thu,1.15,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Croki,2.45pm Thu,0.52,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Taree,2.45pm Thu,0.69,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Wingham,2.45pm Thu,1.16,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Dingo Ck at Ashlea Br D/S,2.45pm Thu,1.29,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Killawarra,2.15pm Thu,2.34,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Mt George,2.45pm Thu,0.76,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Gloucester R at Doon Ayre,2.30pm Thu,1.96,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Barrington R at Forbesdale,2.14pm Thu,0.77,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Gloucester R at Gloucester,2.01pm Thu,1.53,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Avon R D/S Waukivory Ck,3.02pm Thu,1.25,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Gloucester R at Forbesdale,2.41pm Thu,0.69,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Gloucester R at Bellevue,1.48pm Thu,0.91,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Nowendoc R at Rocks Crossing,3.00pm Thu,1.36,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Nowendoc R at Nowendoc,2.30pm Thu,0.86,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Manning R at Bretti (Mackay),3.00pm Thu,2.07,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Barnard R at Barry,3.00pm Thu,1.05,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Camden Haven R at North Haven,2.45pm Thu,-0.02,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
West Haven at Stingray Ck,2.45pm Thu,0.16,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Camden Haven R at Laurieton,3.00pm Thu,0.11,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Stewarts R at Redoak,3.00pm Thu,0.71,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Upsalls Ck at Upsalls Ck Br,3.00pm Thu,0.27,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Camden Haven R at Lorne Bridge,3.00pm Thu,0.13,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Herons Ck at Herons Ck Br,3.00pm Thu,0.03,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Tia R at Tia,3.00pm Thu,0.98,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Wollomombi R at Coninside,3.00pm Thu,0.70,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Macintyre Bk at Inglewood Weir,1.00pm Thu,2.44,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Indusrial Dr (Coffs Harbour),3.10pm Thu,0.76,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Gundagai St (Coffs Harbour),3.12pm Thu,0.09,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bray St (Coffs Harbour),3.10pm Thu,0.52,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Loaders Ln (Coffs Harbour),3.10pm Thu,0.26,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bakers Rd (Coffs Harbour),3.10pm Thu,0.20,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Bennetts Rd (Coffs Harbour),3.10pm Thu,0.50,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Woolgoolga Ck at Woolgoolga,2.45pm Thu,0.03,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Corindi R at Pacific Highway,3.09pm Thu,1.06,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Corindi R at Boyles Bridge,3.10pm Thu,1.01,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Armstrong R u/s Buntine Highway,12.00pm Thu,0.02,steady,,2022-10-13 15:21:38.985233+11:00,NT
Townsend Ck u/s Buntine Highway,12.00pm Thu,0.14,steady,,2022-10-13 15:21:38.985233+11:00,NT
Camfield R at Buntine Highway,12.00pm Thu,0.80,steady,,2022-10-13 15:21:38.985233+11:00,NT
Victoria R at Kalkarindji,12.45pm Thu,-0.45,steady,below minor,2022-10-13 15:21:38.985233+11:00,NT
Wickham R at Williams Crossing,12.00pm Thu,0.37,steady,,2022-10-13 15:21:38.985233+11:00,NT
Victoria R at Dashwood Crossing,12.00pm Thu,0.02,steady,,2022-10-13 15:21:38.985233+11:00,NT
Katherine R near Birdie Creek,1.30pm Thu,1.03,steady,,2022-10-13 15:21:38.985233+11:00,NT
Seventeen Mile Creek,1.20pm Thu,0.69,steady,,2022-10-13 15:21:38.985233+11:00,NT
Katherine R at Nitmiluk Centre,12.50pm Thu,-1.90,steady,below minor,2022-10-13 15:21:38.985233+11:00,NT
Maud Creek,12.50pm Thu,5.21,steady,,2022-10-13 15:21:38.985233+11:00,NT
Katherine R at Ironwood Station,12.45pm Thu,1.29,steady,,2022-10-13 15:21:38.985233+11:00,NT
Katherine R at Katherine Bridge,1.15pm Thu,0.22,steady,below minor,2022-10-13 15:21:38.985233+11:00,NT
Dry R near Manbulloo,12.00pm Thu,0.07,steady,,2022-10-13 15:21:38.985233+11:00,NT
King R d/s Stuart Highway,12.00pm Thu,0.69,steady,,2022-10-13 15:21:38.985233+11:00,NT
King R d/s Victoria Highway,12.00pm Thu,0.81,steady,,2022-10-13 15:21:38.985233+11:00,NT
Flora R at Stoney Creek,12.40pm Thu,1.65,rising,,2022-10-13 15:21:38.985233+11:00,NT
Edith R u/s Stuart Highway,12.50pm Thu,0.35,steady,,2022-10-13 15:21:38.985233+11:00,NT
Cullen R at Stuart Highway,1.10pm Thu,0.39,steady,,2022-10-13 15:21:38.985233+11:00,NT
Fergusson R at Railway Bridge,1.00pm Thu,1.14,steady,,2022-10-13 15:21:38.985233+11:00,NT
Englands Rd (Coffs Harbour),3.11pm Thu,1.25,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Coffs Ck at Coffs Harbour,2.45pm Thu,0.53,falling,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Macleay R at Dangars Falls,3.00pm Thu,1.00,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Newports Ck at Coffs Harbour,2.45pm Thu,0.55,falling,,2022-10-13 15:21:38.985233+11:00,NSW
Commissioners Ck at Tiverton,3.00pm Thu,0.31,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Sandy Ck at Newholme,3.05pm Thu,0.27,steady,,2022-10-13 15:21:38.985233+11:00,NSW
Dumaresq Ck at Armidale,3.00pm Thu,0.29,steady,below minor,2022-10-13 15:21:38.985233+11:00,NSW
Dumaresq Ck D/S Dumaresq Dam,3.00pm Thu,0.80,steady,,2022-10-13 15:21:38.985233+11:00,NSW
